tipo_serv;numos;datasol;dataven;datater_trab;TD;TE;equipe;dthaps_ini;dthaps_fim_ajustado;inicio_turno;fim_turno;dth_chegada_estimada;dth_final_estimada;fim_turno_estimado;eta_source;base_lon;base_lat;tipo_base;abrangencia;defeito_falha;localidade;localizacao;nox;noy;dh_inicio;dh_alocacao;dh_chegada;dh_final;tp;td;te;ano;mes;eusd;eusd_fio_b;latitude;longitude;dt_ref;prioridade;violacao;tipserv;codserv;data_sol;data_venc;num_cdc;datasaida;datainitrab;datatertrab;job_id_vroom;distancia_vroom;duracao_vroom
comercial;95045463;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:22:44;3,08;6,27;PVONT02;2023-02-14 08:01:47;2023-02-14 17:02:24;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 08:42:16;2023-02-14 08:48:32;2023-02-14 10:25:39;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;3,08;6,27;2023;2;62,68;62,68;-8,801219;-63,879542;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;61628;2023-02-14 09:13:23;2023-02-14 09:16:28;2023-02-14 09:22:44;95045463;;4492
comercial;95045462;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:48:28;3,67;4,63;PVONT02;2023-02-14 08:01:47;2023-02-14 17:02:24;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 08:36:51;2023-02-14 08:41:28;2023-02-14 10:25:39;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;3,67;4,63;2023;2;106,41;106,41;-8,800209;-63,881925;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;61074;2023-02-14 09:40:10;2023-02-14 09:43:50;2023-02-14 09:48:28;95045462;;4492
comercial;95045516;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:43:13;19,97;1,48;PVONT02;2023-02-14 08:01:47;2023-02-14 17:02:24;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 08:58:32;2023-02-14 09:00:00;2023-02-14 10:25:39;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;19,97;1,48;2023;2;23,0;23,0;-8,777203;-63,883373;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2229373;2023-02-14 08:21:46;2023-02-14 08:41:44;2023-02-14 08:43:13;95045516;;4492
comercial;95045511;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:53:41;12,83;16,08;PVONT02;2023-02-14 08:01:47;2023-02-14 17:02:24;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 09:30:44;2023-02-14 09:46:48;2023-02-14 10:25:39;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;12,83;16,08;2023;2;12,63;12,63;-8,774273;-63,816932;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;315798;2023-02-14 09:24:46;2023-02-14 09:37:36;2023-02-14 09:53:41;95045511;;4492
comercial;95045617;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 13:56:20;5,23;1,97;PVLCO31;2023-02-14 08:02:07;2023-02-14 17:02:58;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 09:24:54;2023-02-14 09:26:52;2023-02-14 10:14:31;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;5,23;1,97;2023;2;39,17;39,17;-8,778183;-63,805756;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2162470;2023-02-14 13:49:08;2023-02-14 13:54:22;2023-02-14 13:56:20;95045617;;3889
comercial;95045620;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:36:11;8,83;5,32;PVLCO31;2023-02-14 08:02:07;2023-02-14 17:02:58;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 09:48:14;2023-02-14 09:53:33;2023-02-14 10:14:31;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;8,83;5,32;2023;2;14,91;14,91;-8,765804;-63,858096;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;47756;2023-02-14 10:22:02;2023-02-14 10:30:52;2023-02-14 10:36:11;95045620;;3889
comercial;95045535;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:56:11;6,85;1,87;PVLCO31;2023-02-14 08:02:07;2023-02-14 17:02:58;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 09:30:52;2023-02-14 09:32:44;2023-02-14 10:14:31;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;6,85;1,87;2023;2;21,23;21,23;-8,769183;-63,806264;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2193763;2023-02-14 10:47:28;2023-02-14 10:54:19;2023-02-14 10:56:11;95045535;;3889
comercial;95045535;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:56:11;6,85;1,87;PVLCO31;2023-02-14 08:02:07;2023-02-14 17:02:58;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 09:29:00;2023-02-14 09:30:52;2023-02-14 10:14:31;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;6,85;1,87;2023;2;21,23;21,23;-8,769183;-63,806264;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2193763;2023-02-14 10:47:28;2023-02-14 10:54:19;2023-02-14 10:56:11;950455351;;3889
comercial;95045466;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:33:37;2,05;3,02;PVLCO31;2023-02-14 08:02:07;2023-02-14 17:02:58;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 08:41:51;2023-02-14 08:44:52;2023-02-14 10:14:31;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;2,05;3,02;2023;2;16,67;16,67;-8,813611;-63,881919;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1068646;2023-02-14 10:28:33;2023-02-14 10:30:36;2023-02-14 10:33:37;95045466;;3889
comercial;95046882;2023-02-14 07:34:21;2023-02-15 08:00:00;2023-02-14 11:31:14;2,92;9,52;PVLCO31;2023-02-14 08:02:07;2023-02-14 17:02:58;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 08:27:32;2023-02-14 08:37:03;2023-02-14 10:14:31;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;2,92;9,52;2023;2;57,37;57,37;-8,793871;-63,895641;2023-02-14;1,9824992324224748;0,0;C;3,0;2023-02-14 07:34:21;2023-02-15 08:00:00;1947625;2023-02-14 11:18:48;2023-02-14 11:21:43;2023-02-14 11:31:14;95046882;;3889
comercial;95046800;2023-02-14 06:46:36;2023-02-15 08:00:00;2023-02-14 09:42:11;34,78;4,07;PVLCO31;2023-02-14 08:02:07;2023-02-14 17:02:58;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 10:07:49;2023-02-14 10:11:53;2023-02-14 10:14:31;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;34,78;4,07;2023;2;35,89;35,89;-8,728411;-63,879627;2023-02-14;1,9514999339236159;0,0;C;3,0;2023-02-14 06:46:36;2023-02-15 08:00:00;1404279;2023-02-14 09:03:20;2023-02-14 09:38:07;2023-02-14 09:42:11;95046800;;3889
comercial;95045620;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:36:11;8,83;5,32;PVLCO31;2023-02-14 08:02:07;2023-02-14 17:02:58;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 09:42:55;2023-02-14 09:48:14;2023-02-14 10:14:31;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;8,83;5,32;2023;2;14,91;14,91;-8,765804;-63,858096;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;47756;2023-02-14 10:22:02;2023-02-14 10:30:52;2023-02-14 10:36:11;950456201;;3889
comercial;95045516;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:43:13;19,97;1,48;PVLCO31;2023-02-14 08:02:07;2023-02-14 17:02:58;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 09:05:49;2023-02-14 09:07:17;2023-02-14 10:14:31;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;19,97;1,48;2023;2;23,0;23,0;-8,777203;-63,883373;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2229373;2023-02-14 08:21:46;2023-02-14 08:41:44;2023-02-14 08:43:13;95045516;;3889
comercial;95045604;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:50:02;4,25;5,17;PVLCO31;2023-02-14 08:02:07;2023-02-14 17:02:58;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 09:56:23;2023-02-14 10:01:33;2023-02-14 10:14:31;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,25;5,17;2023;2;12,63;12,63;-8,766255;-63,874379;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1066244;2023-02-14 08:40:37;2023-02-14 08:44:52;2023-02-14 08:50:02;95045604;;3889
comercial;95045522;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:50:05;4,8;1,08;PVLCO31;2023-02-14 08:02:07;2023-02-14 17:02:58;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 09:09:17;2023-02-14 09:10:21;2023-02-14 10:14:31;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,8;1,08;2023;2;83,52;83,52;-8,777839;-63,878916;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1267667;2023-02-14 08:44:12;2023-02-14 08:49:00;2023-02-14 08:50:05;95045522;;3889
comercial;95045543;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:59:07;4,72;3,02;PVLCO31;2023-02-14 08:02:07;2023-02-14 17:02:58;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 08:50:04;2023-02-14 08:53:05;2023-02-14 10:14:31;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,72;3,02;2023;2;108,94;108,94;-8,80422;-63,873989;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2043563;2023-02-14 08:51:23;2023-02-14 08:56:06;2023-02-14 08:59:07;95045543;;3889
comercial;95045463;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:22:44;3,08;6,27;PVLCO31;2023-02-14 08:02:07;2023-02-14 17:02:58;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 08:54:38;2023-02-14 09:00:54;2023-02-14 10:14:31;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;3,08;6,27;2023;2;62,68;62,68;-8,801219;-63,879542;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;61628;2023-02-14 09:13:23;2023-02-14 09:16:28;2023-02-14 09:22:44;95045463;;3889
comercial;95045461;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 14:55:00;0,63;17,73;PVLCO31;2023-02-14 08:02:07;2023-02-14 17:02:58;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 08:08:59;2023-02-14 08:26:42;2023-02-14 10:14:31;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;0,63;17,73;2023;2;18,7;18,7;-8,790013;-63,89544;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2108400;2023-02-14 14:36:38;2023-02-14 14:37:16;2023-02-14 14:55:00;95045461;;3889
comercial;95045815;2023-02-14 04:07:01;2023-02-15 08:00:00;2023-02-14 10:41:57;1,75;2,07;PVLCO31;2023-02-14 08:02:07;2023-02-14 17:02:58;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 08:45:14;2023-02-14 08:47:18;2023-02-14 10:14:31;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;1,75;2,07;2023;2;74,06;74,06;-8,813213;-63,88164;2023-02-14;1,8607378037238864;0,0;C;3,0;2023-02-14 04:07:01;2023-02-15 08:00:00;67199;2023-02-14 10:38:08;2023-02-14 10:39:53;2023-02-14 10:41:57;95045815;;3889
comercial;95045499;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:48:11;2,98;2,45;DE-PVH02;2023-02-14 08:03:04;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:52:44;2023-02-14 08:55:11;2023-02-14 10:44:25;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;2,98;2,45;2023;2;25,27;25,27;-8,805176;-63,881422;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2201369;2023-02-14 10:42:45;2023-02-14 10:45:44;2023-02-14 10:48:11;95045499;;4801
comercial;95045431;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:43:47;4,15;1,6;DE-PVH02;2023-02-14 08:03:04;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:53:31;2023-02-14 09:55:07;2023-02-14 10:44:25;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,15;1,6;2023;2;46,5;46,5;-8,758574;-63,825386;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2233993;2023-02-14 09:38:02;2023-02-14 09:42:11;2023-02-14 09:43:47;95045431;;4801
comercial;95045522;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:50:05;4,8;1,08;DE-PVH02;2023-02-14 08:03:04;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:01:43;2023-02-14 09:02:47;2023-02-14 10:44:25;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,8;1,08;2023;2;83,52;83,52;-8,777839;-63,878916;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1267667;2023-02-14 08:44:12;2023-02-14 08:49:00;2023-02-14 08:50:05;95045522;;4801
comercial;95045504;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:01:59;4,85;12,43;DE-PVH02;2023-02-14 08:03:04;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:56:36;2023-02-14 10:09:01;2023-02-14 10:44:25;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,85;12,43;2023;2;12,63;12,63;-8,752676;-63,824715;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1257498;2023-02-14 09:44:42;2023-02-14 09:49:33;2023-02-14 10:01:59;95045504;;4801
comercial;95045571;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:15:32;18,78;2,42;DE-PVH02;2023-02-14 08:03:04;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:04:44;2023-02-14 08:07:09;2023-02-14 10:44:25;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;18,78;2,42;2023;2;12,63;12,63;-8,753568;-63,900568;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1137305;2023-02-14 09:54:20;2023-02-14 10:13:07;2023-02-14 10:15:32;95045571;;4801
comercial;95045534;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:17:38;7,38;7,77;DE-PVH02;2023-02-14 08:03:04;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:21:40;2023-02-14 09:29:26;2023-02-14 10:44:25;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;7,38;7,77;2023;2;5,68;5,68;-8,75946;-63,831726;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2172803;2023-02-14 10:02:29;2023-02-14 10:09:52;2023-02-14 10:17:38;95045534;;4801
comercial;95046882;2023-02-14 07:34:21;2023-02-15 08:00:00;2023-02-14 11:31:14;2,92;9,52;DE-PVH02;2023-02-14 08:03:04;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:33:19;2023-02-14 08:42:50;2023-02-14 10:44:25;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;2,92;9,52;2023;2;57,37;57,37;-8,793871;-63,895641;2023-02-14;1,9824992324224748;0,0;C;3,0;2023-02-14 07:34:21;2023-02-15 08:00:00;1947625;2023-02-14 11:18:48;2023-02-14 11:21:43;2023-02-14 11:31:14;95046882;;4801
comercial;95045516;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:43:13;19,97;1,48;DE-PVH02;2023-02-14 08:03:04;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:04:39;2023-02-14 09:06:07;2023-02-14 10:44:25;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;19,97;1,48;2023;2;23,0;23,0;-8,777203;-63,883373;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2229373;2023-02-14 08:21:46;2023-02-14 08:41:44;2023-02-14 08:43:13;95045516;;4801
comercial;95045526;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:41:20;3,8;2,52;DE-PVH02;2023-02-14 08:03:04;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 10:15:04;2023-02-14 10:17:35;2023-02-14 10:44:25;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;3,8;2,52;2023;2;7,58;7,58;-8,728941;-63,808114;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1427634;2023-02-14 10:35:01;2023-02-14 10:38:49;2023-02-14 10:41:20;95045526;;4801
comercial;95045512;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:11:54;11,52;8,85;DE-PVH02;2023-02-14 08:03:04;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 10:30:30;2023-02-14 10:39:21;2023-02-14 10:44:25;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;11,52;8,85;2023;2;118,06;;-8,720922;-63,868083;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1171591;2023-02-14 08:51:32;2023-02-14 09:03:03;2023-02-14 09:11:54;95045512;;4801
comercial;95045466;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:33:37;2,05;3,02;DE-PVH02;2023-02-14 08:03:04;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:47:38;2023-02-14 08:50:39;2023-02-14 10:44:25;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;2,05;3,02;2023;2;16,67;16,67;-8,813611;-63,881919;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1068646;2023-02-14 10:28:33;2023-02-14 10:30:36;2023-02-14 10:33:37;95045466;;4801
comercial;95045541;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:23:28;8,77;6,47;DE-PVH02;2023-02-14 08:03:04;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:33:06;2023-02-14 09:39:34;2023-02-14 10:44:25;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;8,77;6,47;2023;2;19,62;19,62;-8,773503;-63,825549;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;76154;2023-02-14 09:08:14;2023-02-14 09:17:00;2023-02-14 09:23:28;95045541;;4801
comercial;95045604;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:50:02;4,25;5,17;DE-PVH02;2023-02-14 08:03:04;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:09:35;2023-02-14 09:14:45;2023-02-14 10:44:25;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,25;5,17;2023;2;12,63;12,63;-8,766255;-63,874379;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1066244;2023-02-14 08:40:37;2023-02-14 08:44:52;2023-02-14 08:50:02;95045604;;4801
comercial;95045617;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 13:56:20;5,23;1,97;DE-PVH02;2023-02-14 08:03:04;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:43:50;2023-02-14 09:45:48;2023-02-14 10:44:25;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;5,23;1,97;2023;2;39,17;39,17;-8,778183;-63,805756;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2162470;2023-02-14 13:49:08;2023-02-14 13:54:22;2023-02-14 13:56:20;95045617;;4801
comercial;95045461;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 14:55:00;0,63;17,73;DE-PVH02;2023-02-14 08:03:04;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:14:46;2023-02-14 08:32:29;2023-02-14 10:44:25;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;0,63;17,73;2023;2;18,7;18,7;-8,790013;-63,89544;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2108400;2023-02-14 14:36:38;2023-02-14 14:37:16;2023-02-14 14:55:00;95045461;;4801
comercial;95045516;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:43:13;19,97;1,48;PVOSN01;2023-02-14 08:05:28;2023-02-14 17:01:04;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 09:09:34;2023-02-14 09:11:02;2023-02-14 10:28:26;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;19,97;1,48;2023;2;23,0;23,0;-8,777203;-63,883373;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2229373;2023-02-14 08:21:46;2023-02-14 08:41:44;2023-02-14 08:43:13;95045516;;4059
comercial;95045564;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 13:46:11;7,4;1,93;PVOSN01;2023-02-14 08:05:28;2023-02-14 17:01:04;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 09:00:21;2023-02-14 09:02:16;2023-02-14 10:28:26;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;7,4;1,93;2023;2;20,97;20,97;-8,794635;-63,870536;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1985852;2023-02-14 13:36:51;2023-02-14 13:44:15;2023-02-14 13:46:11;95045564;;4059
comercial;95046882;2023-02-14 07:34:21;2023-02-15 08:00:00;2023-02-14 11:31:14;2,92;9,52;PVOSN01;2023-02-14 08:05:28;2023-02-14 17:01:04;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 08:26:06;2023-02-14 08:35:37;2023-02-14 10:28:26;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;2,92;9,52;2023;2;57,37;57,37;-8,793871;-63,895641;2023-02-14;1,9824992324224748;0,0;C;3,0;2023-02-14 07:34:21;2023-02-15 08:00:00;1947625;2023-02-14 11:18:48;2023-02-14 11:21:43;2023-02-14 11:31:14;95046882;;4059
comercial;95045522;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:50:05;4,8;1,08;PVOSN01;2023-02-14 08:05:28;2023-02-14 17:01:04;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 09:06:38;2023-02-14 09:07:42;2023-02-14 10:28:26;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,8;1,08;2023;2;83,52;83,52;-8,777839;-63,878916;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1267667;2023-02-14 08:44:12;2023-02-14 08:49:00;2023-02-14 08:50:05;95045522;;4059
comercial;95045524;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:52:44;11,37;4,73;PVOSN01;2023-02-14 08:05:28;2023-02-14 17:01:04;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 08:03:06;2023-02-14 08:07:49;2023-02-14 10:28:26;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;11,37;4,73;2023;2;118,06;;-8,754735;-63,888789;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;30921;2023-02-14 09:36:38;2023-02-14 09:48:00;2023-02-14 09:52:44;95045524;;4059
comercial;95045519;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:16:00;14,62;8,27;PVOSN01;2023-02-14 08:05:28;2023-02-14 17:01:04;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 08:12:27;2023-02-14 08:20:43;2023-02-14 10:28:26;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;14,62;8,27;2023;2;25,27;25,27;-8,765622;-63,902903;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2007117;2023-02-14 08:53:07;2023-02-14 09:07:44;2023-02-14 09:16:00;95045519;;4059
comercial;95045464;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:29:59;4,25;2,47;PVOSN01;2023-02-14 08:05:28;2023-02-14 17:01:04;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 08:55:51;2023-02-14 08:58:19;2023-02-14 10:28:26;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,25;2,47;2023;2;108,18;108,18;-8,79523;-63,880242;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;69564;2023-02-14 09:23:16;2023-02-14 09:27:31;2023-02-14 09:29:59;95045464;;4059
comercial;95045499;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:48:11;2,98;2,45;PVOSN01;2023-02-14 08:05:28;2023-02-14 17:01:04;2023-02-14 08:00:00;2023-02-14 17:00:00;2023-02-14 08:44:26;2023-02-14 08:46:53;2023-02-14 10:28:26;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;2,98;2,45;2023;2;25,27;25,27;-8,805176;-63,881422;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2201369;2023-02-14 10:42:45;2023-02-14 10:45:44;2023-02-14 10:48:11;95045499;;4059
