tipo_serv;numos;datasol;dataven;datater_trab;TD;TE;equipe;dthaps_ini;dthaps_fim_ajustado;inicio_turno;fim_turno;dth_chegada_estimada;dth_final_estimada;fim_turno_estimado;eta_source;base_lon;base_lat;tipo_base;abrangencia;defeito_falha;localidade;localizacao;nox;noy;dh_inicio;dh_alocacao;dh_chegada;dh_final;tp;td;te;ano;mes;eusd;eusd_fio_b;latitude;longitude;dt_ref;prioridade;violacao;tipserv;codserv;data_sol;data_venc;num_cdc;datasaida;datainitrab;datatertrab;job_id_vroom;distancia_vroom;duracao_vroom
comercial;95045543;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:59:07;4,72;3,02;DE-PVH08;2023-02-14 08:00:14;2023-02-14 18:02:36;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:23:43;2023-02-14 08:26:44;2023-02-14 10:33:01;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,72;3,02;2023;2;108,94;108,94;-8,80422;-63,873989;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2043563;2023-02-14 08:51:23;2023-02-14 08:56:06;2023-02-14 08:59:07;95045543;;4369
comercial;95045541;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:23:28;8,77;6,47;DE-PVH08;2023-02-14 08:00:14;2023-02-14 18:02:36;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:15:00;2023-02-14 09:21:28;2023-02-14 10:33:01;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;8,77;6,47;2023;2;19,62;19,62;-8,773503;-63,825549;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;76154;2023-02-14 09:08:14;2023-02-14 09:17:00;2023-02-14 09:23:28;95045541;;4369
comercial;95045463;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:22:44;3,08;6,27;DE-PVH08;2023-02-14 08:00:14;2023-02-14 18:02:36;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:28:17;2023-02-14 08:34:33;2023-02-14 10:33:01;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;3,08;6,27;2023;2;62,68;62,68;-8,801219;-63,879542;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;61628;2023-02-14 09:13:23;2023-02-14 09:16:28;2023-02-14 09:22:44;95045463;;4369
comercial;95045604;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:50:02;4,25;5,17;DE-PVH08;2023-02-14 08:00:14;2023-02-14 18:02:36;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:49:41;2023-02-14 08:54:51;2023-02-14 10:33:01;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,25;5,17;2023;2;12,63;12,63;-8,766255;-63,874379;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1066244;2023-02-14 08:40:37;2023-02-14 08:44:52;2023-02-14 08:50:02;950456041;;4369
comercial;95045535;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:56:11;6,85;1,87;DE-PVH08;2023-02-14 08:00:14;2023-02-14 18:02:36;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:41:54;2023-02-14 09:43:46;2023-02-14 10:33:01;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;6,85;1,87;2023;2;21,23;21,23;-8,769183;-63,806264;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2193763;2023-02-14 10:47:28;2023-02-14 10:54:19;2023-02-14 10:56:11;95045535;;4369
comercial;95045604;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:50:02;4,25;5,17;DE-PVH08;2023-02-14 08:00:14;2023-02-14 18:02:36;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:54:51;2023-02-14 09:00:01;2023-02-14 10:33:01;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,25;5,17;2023;2;12,63;12,63;-8,766255;-63,874379;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1066244;2023-02-14 08:40:37;2023-02-14 08:44:52;2023-02-14 08:50:02;950456042;;4369
comercial;95045522;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:50:05;4,8;1,08;DE-PVH05;2023-02-14 08:00:19;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:08:49;2023-02-14 08:09:53;2023-02-14 10:35:16;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,8;1,08;2023;2;83,52;83,52;-8,777839;-63,878916;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1267667;2023-02-14 08:44:12;2023-02-14 08:49:00;2023-02-14 08:50:05;95045522;;4031
comercial;95045516;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:43:13;19,97;1,48;DE-PVH05;2023-02-14 08:00:19;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:11:45;2023-02-14 08:13:13;2023-02-14 10:35:16;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;19,97;1,48;2023;2;23,0;23,0;-8,777203;-63,883373;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2229373;2023-02-14 08:21:46;2023-02-14 08:41:44;2023-02-14 08:43:13;95045516;;4031
comercial;95045461;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 14:55:00;0,63;17,73;DE-PVH05;2023-02-14 08:00:19;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:17:46;2023-02-14 08:35:29;2023-02-14 10:35:16;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;0,63;17,73;2023;2;18,7;18,7;-8,790013;-63,89544;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2108400;2023-02-14 14:36:38;2023-02-14 14:37:16;2023-02-14 14:55:00;95045461;;4031
comercial;95045604;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:50:02;4,25;5,17;DE-PVH05;2023-02-14 08:00:19;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 10:07:33;2023-02-14 10:12:43;2023-02-14 10:35:16;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,25;5,17;2023;2;12,63;12,63;-8,766255;-63,874379;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1066244;2023-02-14 08:40:37;2023-02-14 08:44:52;2023-02-14 08:50:02;95045604;;4031
comercial;95045541;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:23:28;8,77;6,47;DE-PVH05;2023-02-14 08:00:19;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:46:08;2023-02-14 09:52:36;2023-02-14 10:35:16;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;8,77;6,47;2023;2;19,62;19,62;-8,773503;-63,825549;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;76154;2023-02-14 09:08:14;2023-02-14 09:17:00;2023-02-14 09:23:28;95045541;;4031
comercial;95045620;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:36:11;8,83;5,32;DE-PVH05;2023-02-14 08:00:19;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:59:24;2023-02-14 10:04:43;2023-02-14 10:35:16;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;8,83;5,32;2023;2;14,91;14,91;-8,765804;-63,858096;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;47756;2023-02-14 10:22:02;2023-02-14 10:30:52;2023-02-14 10:36:11;95045620;;4031
comercial;95045535;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:56:11;6,85;1,87;DE-PVH05;2023-02-14 08:00:19;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:38:48;2023-02-14 09:40:40;2023-02-14 10:35:16;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;6,85;1,87;2023;2;21,23;21,23;-8,769183;-63,806264;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2193763;2023-02-14 10:47:28;2023-02-14 10:54:19;2023-02-14 10:56:11;95045535;;4031
comercial;95045542;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:37:18;1,23;1,82;DE-PVH05;2023-02-14 08:00:19;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:08:32;2023-02-14 09:10:21;2023-02-14 10:35:16;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;1,23;1,82;2023;2;19,96;19,96;-8,81364;-63,880946;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1195390;2023-02-14 10:34:15;2023-02-14 10:35:29;2023-02-14 10:37:18;95045542;;4031
comercial;95046882;2023-02-14 07:34:21;2023-02-15 08:00:00;2023-02-14 11:31:14;2,92;9,52;DE-PVH05;2023-02-14 08:00:19;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:54:02;2023-02-14 09:03:33;2023-02-14 10:35:16;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;2,92;9,52;2023;2;57,37;57,37;-8,793871;-63,895641;2023-02-14;1,9824992324224748;0,0;C;3,0;2023-02-14 07:34:21;2023-02-15 08:00:00;1947625;2023-02-14 11:18:48;2023-02-14 11:21:43;2023-02-14 11:31:14;95046882;;4031
comercial;95045463;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:22:44;3,08;6,27;DE-PVH05;2023-02-14 08:00:19;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:13:36;2023-02-14 09:19:52;2023-02-14 10:35:16;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;3,08;6,27;2023;2;62,68;62,68;-8,801219;-63,879542;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;61628;2023-02-14 09:13:23;2023-02-14 09:16:28;2023-02-14 09:22:44;95045463;;4031
comercial;95045535;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:56:11;6,85;1,87;DE-PVH05;2023-02-14 08:00:19;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:40:40;2023-02-14 09:42:32;2023-02-14 10:35:16;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;6,85;1,87;2023;2;21,23;21,23;-8,769183;-63,806264;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2193763;2023-02-14 10:47:28;2023-02-14 10:54:19;2023-02-14 10:56:11;950455351;;4031
comercial;95045512;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:11:54;11,52;8,85;DE-PVH05;2023-02-14 08:00:19;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 10:21:21;2023-02-14 10:30:12;2023-02-14 10:35:16;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;11,52;8,85;2023;2;118,06;;-8,720922;-63,868083;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1171591;2023-02-14 08:51:32;2023-02-14 09:03:03;2023-02-14 09:11:54;95045512;;4031
comercial;95045461;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 14:55:00;0,63;17,73;DE-PVH05;2023-02-14 08:00:19;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:35:29;2023-02-14 08:53:12;2023-02-14 10:35:16;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;0,63;17,73;2023;2;18,7;18,7;-8,790013;-63,89544;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2108400;2023-02-14 14:36:38;2023-02-14 14:37:16;2023-02-14 14:55:00;950454611;;4031
comercial;95045522;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:50:05;4,8;1,08;DE-PVH05;2023-02-14 08:00:19;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:07:45;2023-02-14 08:08:49;2023-02-14 10:35:16;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,8;1,08;2023;2;83,52;83,52;-8,777839;-63,878916;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1267667;2023-02-14 08:44:12;2023-02-14 08:49:00;2023-02-14 08:50:05;950455221;;4031
comercial;95045564;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 13:46:11;7,4;1,93;DE-PVH05;2023-02-14 08:00:19;2023-02-14 18:00:22;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:22:38;2023-02-14 09:24:33;2023-02-14 10:35:16;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;7,4;1,93;2023;2;20,97;20,97;-8,794635;-63,870536;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1985852;2023-02-14 13:36:51;2023-02-14 13:44:15;2023-02-14 13:46:11;95045564;;4031
comercial;95045541;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:23:28;8,77;6,47;DE-PVH01;2023-02-14 08:00:20;2023-02-14 18:00:25;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:29:50;2023-02-14 09:36:18;2023-02-14 10:25:45;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;8,77;6,47;2023;2;19,62;19,62;-8,773503;-63,825549;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;76154;2023-02-14 09:08:14;2023-02-14 09:17:00;2023-02-14 09:23:28;95045541;;4090
comercial;95045620;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:36:11;8,83;5,32;DE-PVH01;2023-02-14 08:00:20;2023-02-14 18:00:25;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:17:42;2023-02-14 09:23:01;2023-02-14 10:25:45;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;8,83;5,32;2023;2;14,91;14,91;-8,765804;-63,858096;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;47756;2023-02-14 10:22:02;2023-02-14 10:30:52;2023-02-14 10:36:11;95045620;;4090
comercial;95045524;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:52:44;11,37;4,73;DE-PVH01;2023-02-14 08:00:20;2023-02-14 18:00:25;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:03:06;2023-02-14 08:07:49;2023-02-14 10:25:45;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;11,37;4,73;2023;2;118,06;;-8,754735;-63,888789;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;30921;2023-02-14 09:36:38;2023-02-14 09:48:00;2023-02-14 09:52:44;95045524;;4090
comercial;95045504;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:01:59;4,85;12,43;DE-PVH01;2023-02-14 08:00:20;2023-02-14 18:00:25;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:40:52;2023-02-14 09:53:17;2023-02-14 10:25:45;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,85;12,43;2023;2;12,63;12,63;-8,752676;-63,824715;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1257498;2023-02-14 09:44:42;2023-02-14 09:49:33;2023-02-14 10:01:59;95045504;;4090
comercial;95045604;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:50:02;4,25;5,17;DE-PVH01;2023-02-14 08:00:20;2023-02-14 18:00:25;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:09:41;2023-02-14 09:14:51;2023-02-14 10:25:45;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,25;5,17;2023;2;12,63;12,63;-8,766255;-63,874379;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1066244;2023-02-14 08:40:37;2023-02-14 08:44:52;2023-02-14 08:50:02;95045604;;4090
comercial;95045543;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:59:07;4,72;3,02;DE-PVH01;2023-02-14 08:00:20;2023-02-14 18:00:25;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:39:17;2023-02-14 08:42:18;2023-02-14 10:25:45;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,72;3,02;2023;2;108,94;108,94;-8,80422;-63,873989;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2043563;2023-02-14 08:51:23;2023-02-14 08:56:06;2023-02-14 08:59:07;95045543;;4090
comercial;95045522;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:50:05;4,8;1,08;DE-PVH01;2023-02-14 08:00:20;2023-02-14 18:00:25;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:04:28;2023-02-14 09:05:32;2023-02-14 10:25:45;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,8;1,08;2023;2;83,52;83,52;-8,777839;-63,878916;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1267667;2023-02-14 08:44:12;2023-02-14 08:49:00;2023-02-14 08:50:05;95045522;;4090
comercial;95046800;2023-02-14 06:46:36;2023-02-15 08:00:00;2023-02-14 09:42:11;34,78;4,07;DE-PVH01;2023-02-14 08:00:20;2023-02-14 18:00:25;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 10:19:03;2023-02-14 10:23:07;2023-02-14 10:25:45;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;34,78;4,07;2023;2;35,89;35,89;-8,728411;-63,879627;2023-02-14;1,9514999339236159;0,0;C;3,0;2023-02-14 06:46:36;2023-02-15 08:00:00;1404279;2023-02-14 09:03:20;2023-02-14 09:38:07;2023-02-14 09:42:11;95046800;;4090
comercial;95045519;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:16:00;14,62;8,27;DE-PVH01;2023-02-14 08:00:20;2023-02-14 18:00:25;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:16:38;2023-02-14 08:24:54;2023-02-14 10:25:45;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;14,62;8,27;2023;2;25,27;25,27;-8,765622;-63,902903;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2007117;2023-02-14 08:53:07;2023-02-14 09:07:44;2023-02-14 09:16:00;95045519;;4090
comercial;95045571;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:15:32;18,78;2,42;DE-PVH01;2023-02-14 08:00:20;2023-02-14 18:00:25;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:10:38;2023-02-14 08:13:03;2023-02-14 10:25:45;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;18,78;2,42;2023;2;12,63;12,63;-8,753568;-63,900568;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1137305;2023-02-14 09:54:20;2023-02-14 10:13:07;2023-02-14 10:15:32;95045571;;4090
comercial;95045471;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 16:25:15;5,82;3,13;DE-PVH01;2023-02-14 08:00:20;2023-02-14 18:00:25;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:57:45;2023-02-14 09:00:52;2023-02-14 10:25:45;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;5,82;3,13;2023;2;108,94;108,94;-8,790801;-63,883799;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1284641;2023-02-14 16:16:18;2023-02-14 16:22:07;2023-02-14 16:25:15;95045471;;4090
comercial;95045462;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:48:28;3,67;4,63;DE-PVH01;2023-02-14 08:00:20;2023-02-14 18:00:25;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:50:52;2023-02-14 08:55:29;2023-02-14 10:25:45;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;3,67;4,63;2023;2;106,41;106,41;-8,800209;-63,881925;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;61074;2023-02-14 09:40:10;2023-02-14 09:43:50;2023-02-14 09:48:28;95045462;;4090
comercial;95045463;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:22:44;3,08;6,27;DE-PVH01;2023-02-14 08:00:20;2023-02-14 18:00:25;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:43:51;2023-02-14 08:50:07;2023-02-14 10:25:45;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;3,08;6,27;2023;2;62,68;62,68;-8,801219;-63,879542;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;61628;2023-02-14 09:13:23;2023-02-14 09:16:28;2023-02-14 09:22:44;95045463;;4090
comercial;95045512;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 09:11:54;11,52;8,85;DE-PVH01;2023-02-14 08:00:20;2023-02-14 18:00:25;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 10:07:23;2023-02-14 10:16:14;2023-02-14 10:25:45;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;11,52;8,85;2023;2;118,06;;-8,720922;-63,868083;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1171591;2023-02-14 08:51:32;2023-02-14 09:03:03;2023-02-14 09:11:54;95045512;;4090
comercial;95045542;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:37:18;1,23;1,82;DE-PVH01;2023-02-14 08:00:20;2023-02-14 18:00:25;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:34:56;2023-02-14 08:36:45;2023-02-14 10:25:45;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;1,23;1,82;2023;2;19,96;19,96;-8,81364;-63,880946;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1195390;2023-02-14 10:34:15;2023-02-14 10:35:29;2023-02-14 10:37:18;95045542;;4090
comercial;95046882;2023-02-14 07:34:21;2023-02-15 08:00:00;2023-02-14 11:31:14;2,92;9,52;DB-PVHRG02;2023-02-14 08:00:25;2023-02-14 18:00:34;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:39:05;2023-02-14 08:48:36;2023-02-14 10:34:35;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;2,92;9,52;2023;2;57,37;57,37;-8,793871;-63,895641;2023-02-14;1,9824992324224748;0,0;C;3,0;2023-02-14 07:34:21;2023-02-15 08:00:00;1947625;2023-02-14 11:18:48;2023-02-14 11:21:43;2023-02-14 11:31:14;95046882;;4508
comercial;95045604;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 08:50:02;4,25;5,17;DB-PVHRG02;2023-02-14 08:00:25;2023-02-14 18:00:34;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:12:24;2023-02-14 09:17:34;2023-02-14 10:34:35;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;4,25;5,17;2023;2;12,63;12,63;-8,766255;-63,874379;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1066244;2023-02-14 08:40:37;2023-02-14 08:44:52;2023-02-14 08:50:02;95045604;;4508
comercial;95045466;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:33:37;2,05;3,02;DB-PVHRG02;2023-02-14 08:00:25;2023-02-14 18:00:34;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:53:24;2023-02-14 08:56:25;2023-02-14 10:34:35;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;2,05;3,02;2023;2;16,67;16,67;-8,813611;-63,881919;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;1068646;2023-02-14 10:28:33;2023-02-14 10:30:36;2023-02-14 10:33:37;95045466;;4508
comercial;95045461;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 14:55:00;0,63;17,73;DB-PVHRG02;2023-02-14 08:00:25;2023-02-14 18:00:34;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 08:20:32;2023-02-14 08:38:15;2023-02-14 10:34:35;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;0,63;17,73;2023;2;18,7;18,7;-8,790013;-63,89544;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2108400;2023-02-14 14:36:38;2023-02-14 14:37:16;2023-02-14 14:55:00;95045461;;4508
comercial;95046800;2023-02-14 06:46:36;2023-02-15 08:00:00;2023-02-14 09:42:11;34,78;4,07;DB-PVHRG02;2023-02-14 08:00:25;2023-02-14 18:00:34;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 10:27:53;2023-02-14 10:31:57;2023-02-14 10:34:35;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;34,78;4,07;2023;2;35,89;35,89;-8,728411;-63,879627;2023-02-14;1,9514999339236159;0,0;C;3,0;2023-02-14 06:46:36;2023-02-15 08:00:00;1404279;2023-02-14 09:03:20;2023-02-14 09:38:07;2023-02-14 09:42:11;95046800;;4508
comercial;95045535;2023-02-14 03:15:34;2023-02-15 08:00:00;2023-02-14 10:56:11;6,85;1,87;DB-PVHRG02;2023-02-14 08:00:25;2023-02-14 18:00:34;2023-02-14 08:00:00;2023-02-14 18:00:00;2023-02-14 09:58:13;2023-02-14 10:00:05;2023-02-14 10:34:35;VROOM;-63,885464691387746;-8,738508095069408;;;;;;;;;;;;;6,85;1,87;2023;2;21,23;21,23;-8,769183;-63,806264;2023-02-14;1,835056926913189;0,0;C;3,0;2023-02-14 03:15:34;2023-02-15 08:00:00;2193763;2023-02-14 10:47:28;2023-02-14 10:54:19;2023-02-14 10:56:11;95045535;;4508
